Gene_Id,Hugo_Symbol,my_Id
164312,LRRN4,19300
1644,DDC,1338
1645,AKR1C1,1339
1646,AKR1C2,1340
164633,CABP7,19304
164714,TTLL8,19308
164832,LONRF2,19310
1649,DDIT3,1343
165,AEBP1,142
1650,DDOST,1344
165055,CCDC138,19312
1652,DDT,1345
165215,FAM171B,19317
1653,DDX1,1346
165324,UBXN2A,19319
1654,DDX3X,1347
1655,DDX5,1348
165545,DQX1,19321
1656,DDX6,1349
1657,DMXL1,1350
1659,DHX8,1351
165904,XIRP1,19326
165918,RNF168,19327
166,TLE5,143
1660,DHX9,1352
166012,CHST13,19328
1662,DDX10,1354
1663,DDX11,1355
166336,PRICKLE2,19329
166378,SPATA5,19331
1665,DHX15,1356
1666,DECR1,1357
166614,DCLK2,19333
166647,ADGRA3,19334
1667,DEFA1,1358
166752,FREM3,19336
166785,MMAA,19337
1668,DEFA3,1359
166815,TIGD2,19339
166824,RASSF6,19340
166863,RBM46,19341
1669,DEFA4,1360
166929,SGMS2,19342
166968,MIER3,19343
166979,CDC20B,19344
1670,DEFA5,1361
1671,DEFA6,1362
167127,UGT3A2,19345
167153,TENT2,19346
1672,DEFB1,1363
167227,DCP2,19347
167359,NIM1K,19348
1674,DES,1365
1675,CFD,1366
167555,FAM151B,19351
1676,DFFA,1367
167691,LCA5,19353
1677,DFFB,1368
1678,TIMM8A,1369
167826,OLIG3,19354
167838,TXLNB,19355
168002,DACT2,19356
168374,ZNF92,19359
168417,ZNF679,19362
168455,CCDC71L,19366
168537,GIMAP7,19369
168544,ZNF467,19370
168620,BHLHA15,19371
168667,BMPER,19372
1687,GSDME,1371
168850,ZNF800,19374
1690,COCH,1373
169026,SLC30A8,19376
169044,COL22A1,19377
169200,TMEM64,19379
169522,KCNV2,19383
169611,OLFML2A,19384
169714,QSOX2,19386
169792,GLIS3,19387
169981,SPIN3,19391
170261,ZCCHC12,19395
170302,ARX,19396
170384,FUT11,19399
170392,OIT3,19400
170394,PWWP2B,19402
170463,SSBP4,19404
170506,DHX36,19411
170575,GIMAP1,19445
170589,GPHA2,19446
170622,COMMD6,19452
170685,NUDT10,19458
170689,ADAMTS15,19460
170690,ADAMTS16,19461
170692,ADAMTS18,19463
170954,PPP1R18,19469
170958,ZNF525,19470
170959,ZNF431,19471
170960,ZNF721,19472
170961,ANKRD24,19473
171017,ZNF384,19476
171023,ASXL1,19479
171024,SYNPO2,19480
171177,RHOV,19485
171222,UBE2L5,19488
171389,NLRP6,19489
171392,ZNF675,19491
171425,CLYBL,19501
171484,FAM9C,19506
171568,POLR3H,19517
171586,ABHD3,19518
1716,DGUOK,1381
1717,DHCR7,1382
1718,DHCR24,1383
1719,DHFR,1384
1723,DHODH,1386
1725,DHPS,1387
1727,CYB5R3,1388
1728,NQO1,1389
1729,DIAPH1,1390
173,AFM,149
1730,DIAPH2,1391
1731,SEPTIN1,1392
1736,DKC1,1397
1737,DLAT,1398
1738,DLD,1399
1739,DLG1,1400
174,AFP,150
1740,DLG2,1401
1741,DLG3,1402
1742,DLG4,1403
1743,DLST,1404
1745,DLX1,1406
1746,DLX2,1407
1747,DLX3,1408
1749,DLX5,1410
175,AGA,151
1750,DLX6,1411
1755,DMBT1,1412
1756,DMD,1413
1757,SARDH,1414
1759,DNM1,1416
176,ACAN,152
1760,DMPK,1417
1762,DMWD,1419
1763,DNA2,1420
1767,DNAH5,1421
1768,DNAH6,1422
1769,DNAH8,1423
177,AGER,153
1770,DNAH9,1424
1773,DNASE1,1425
1774,DNASE1L1,1426
1777,DNASE2,1429
1778,DYNC1H1,1430
178,AGL,154
1780,DYNC1I1,1431
1781,DYNC1I2,1432
1783,DYNC1LI2,1433
1785,DNM2,1435
1786,DNMT1,1436
1787,TRDMT1,1437
1788,DNMT3A,1438
1789,DNMT3B,1439
1791,DNTT,1440
1793,DOCK1,1441
1794,DOCK2,1442
1795,DOCK3,1443
1796,DOK1,1444
1797,DXO,1445
1798,DPAGT1,1446
18,ABAT,13
1800,DPEP1,1447
1801,DPH1,1448
1802,DPH2,1449
1803,DPP4,1450
1804,DPP6,1451
1805,DPT,1452
1806,DPYD,1453
1807,DPYS,1454
1808,DPYSL2,1455
1809,DPYSL3,1456
1810,DR1,1457
1811,SLC26A3,1458
1819,DRG2,1466
182,JAG1,157
1820,ARID3A,1467
1822,ATN1,1469
1823,DSC1,1470
1824,DSC2,1471
1825,DSC3,1472
1826,DSCAM,1473
1827,RCAN1,1474
1828,DSG1,1475
1829,DSG2,1476
183,AGT,158
1830,DSG3,1477
1831,TSC22D3,1478
1832,DSP,1479
1833,EPYC,1480
1836,SLC26A2,1482
1837,DTNA,1483
1838,DTNB,1484
1839,HBEGF,1485
1840,DTX1,1486
1841,DTYMK,1487
1842,ECM2,1488
1843,DUSP1,1489
1845,DUSP3,1491
1846,DUSP4,1492
1848,DUSP6,1494
1849,DUSP7,1495
1852,DUSP9,1497
1854,DUT,1498
1855,DVL1,1499
1856,DVL2,1500
1857,DVL3,1501
1859,DYRK1A,1503
1861,TOR1A,1504
1869,E2F1,1507
187,APLNR,161
1870,E2F2,1508
1871,E2F3,1509
1874,E2F4,1511
1875,E2F5,1512
1876,E2F6,1513
1877,E4F1,1514
1879,EBF1,1516
1889,ECE1,1521
189,AGXT,162
1890,TYMP,1522
1891,ECH1,1523
1892,ECHS1,1524
1893,ECM1,1525
1894,ECT2,1526
19,ABCA1,14
190,NR0B1,163
1901,S1PR1,1528
1902,LPAR1,1529
1903,S1PR3,1530
1908,EDN3,1533
1909,EDNRA,1534
191,AHCY,164
1910,EDNRB,1535
1911,PHC1,1536
1912,PHC2,1537
1915,EEF1A1,1540
1917,EEF1A2,1541
192111,PGAM5,19520
192134,B3GNT6,19528
192286,HIGD2A,19535
192666,KRT24,19538
192668,CYS1,19539
192669,AGO3,19540
192670,AGO4,19541
192683,SCAMP5,19545
1933,EEF1B2,1544
1936,EEF1D,1546
1937,EEF1G,1547
1938,EEF2,1548
1939,EIF2D,1549
1942,EFNA1,1551
1945,EFNA4,1554
1946,EFNA5,1555
1947,EFNB1,1556
1948,EFNB2,1557
1949,EFNB3,1558
1950,EGF,1559
1951,CELSR3,1560
1952,CELSR2,1561
1953,MEGF6,1562
1954,MEGF8,1563
1955,MEGF9,1564
1956,EGFR,1565
1958,EGR1,1567
195814,SDR16C5,19547
195827,PRXL2C,19548
195828,ZNF367,19549
1959,EGR2,1568
196,AHR,166
1960,EGR3,1569
196074,METTL15,19553
1962,EHHADH,1571
196264,MPZL3,19556
196294,IMMP1L,19557
196374,KRT78,19559
196383,RILPL2,19560
196385,DNAH10,19561
196394,AMN1,19562
1964,EIF1AX,1572
196403,DTX3,19563
196410,METTL7B,19564
196441,ZFC3H1,19566
196463,PLBD2,19568
196483,EEF2KMT,19573
1965,EIF2S1,1573
196500,PIANP,19574
196513,DCP1B,19575
196527,ANO6,19576
196528,ARID2,19577
1967,EIF2B1,1574
196743,PAOX,19581
1968,EIF2S3,1575
1969,EPHA2,1576
196951,FAM227B,19586
196996,GRAMD2A,19589
197,AHSG,167
197131,UBR1,19592
197257,LDHD,19596
197258,FCSK,19597
197259,MLKL,19598
1973,EIF4A1,1577
197320,ZNF778,19599
197322,ACSF3,19600
197335,WDR90,19602
197358,NLRC3,19605
197370,NSMCE1,19606
1974,EIF4A2,1578
197407,ZNF48,19607
1975,EIF4B,1579
1977,EIF4E,1580
1978,EIF4EBP1,1581
1979,EIF4EBP2,1582
1981,EIF4G1,1584
1982,EIF4G2,1585
1983,EIF5,1586
1984,EIF5A,1587
199,AIF1,168
1991,ELANE,1591
1992,SERPINB1,1592
199223,TTC21A,19610
1993,ELAVL2,1593
1994,ELAVL1,1594
1995,ELAVL3,1595
1996,ELAVL4,1596
199675,MCEMP1,19611
199692,ZNF627,19612
1997,ELF1,1597
199704,ZNF585A,19614
199713,NLRP7,19615
199731,CADM4,19617
199746,U2AF1L4,19619
199786,NIBAN3,19621
1998,ELF2,1598
199857,ALG14,19625
199870,FAM76A,19626
1999,ELF3,1599
199920,FYB2,19630
199953,TMEM201,19631
199974,CYP4Z1,19633
199990,FAAP20,19634
2,A2M,2
20,ABCA2,15
2000,ELF4,1600
200014,CC2D1B,19637
200081,TXLNA,19641
200162,SPAG17,19646
200185,KRTCAP2,19648
200186,CRTC2,19649
2002,ELK1,1602
200205,IBA57,19651
200315,APOBEC3A,19656
200316,APOBEC3F,19657
200373,CFAP221,19659
2004,ELK3,1604
200403,VWA3B,19660
200407,CREG2,19661
200424,TET3,19663
2005,ELK4,1605
200504,GKN2,19664
200558,APLF,19667
200576,PIKFYVE,19669
2006,ELN,1606
200634,KRTCAP3,19670
200728,TMEM17,19672
200734,SPRED2,19673
200765,TIGD1,19674
200845,KCTD6,19678
200879,LIPH,19679
200894,ARL13B,19680
200895,DHFR2,19681
2009,EML1,1607
200916,RPL22L1,19683
200931,SLC51A,19684
200933,FBXO45,19685
200942,KLHDC8B,19686
200958,MUC20,19687
2010,EMD,1608
2011,MARK2,1609
201134,CEP112,19689
201158,TVP23C,19691
201161,CENPV,19692
201163,FLCN,19693
201164,PLD6,19694
201176,ARHGAP27,19695
201191,SAMD14,19697
201229,LYRM9,19698
201254,CENPX,19701
201255,LRRC45,19702
201266,SLC39A11,19704
201292,TRIM65,19707
201294,UNC13D,19708
2013,EMP2,1611
2014,EMP3,1612
201475,RAB12,19712
201501,ZBTB7C,19714
201514,ZNF584,19715
201562,HACD2,19717
201595,STT3B,19718
2016,EMX1,1614
201625,DNAH12,19720
201626,PDE12,19721
201627,DENND6A,19722
2017,CTTN,1615
201725,C4orf46,19725
201780,SLC10A4,19726
201799,TMEM154,19728
2018,EMX2,1616
2019,EN1,1617
201931,TMEM192,19731
201965,RWDD4,19732
201973,PRIMPOL,19733
202,CRYBG1,170
2020,EN2,1618
202018,TAPT1,19735
202052,DNAJC18,19738
2021,ENDOG,1619
202151,RANBP3L,19741
2022,ENG,1620
202243,CCDC125,19744
2023,ENO1,1621
202333,CMYA5,19748
202374,STK32A,19749
202559,KHDRBS2,19752
2026,ENO2,1623
202658,TRIM39-RPP21,19753
2027,ENO3,1624
2028,ENPEP,1625
2029,ENSA,1626
202915,TMEM184A,19758
203,AK1,171
2030,SLC29A1,1627
203054,ADCK5,19759
203062,TSNARE1,19760
203068,TUBB,19761
203069,R3HCC1,19762
203100,HTRA4,19765
203111,ERICH5,19767
203190,LGI3,19768
203197,TMEM268,19769
203228,C9orf72,19770
203238,CCDC171,19771
203245,NAIF1,19772
203259,FAM219A,19773
203260,CCDC107,19774
203286,ANKS6,19776
2033,EP300,1630
2034,EPAS1,1631
203447,NRK,19783
2035,EPB41,1632
203522,INTS6L,19786
203547,VMA21,19788
203569,PAGE2,19790
2036,EPB41L1,1633
2037,EPB41L2,1634
2038,EPB42,1635
203859,ANO5,19792
2039,DMTN,1636
204,AK2,172
2040,STOM,1637
2041,EPHA1,1638
2042,EPHA3,1639
204219,CERS3,19795
2043,EPHA4,1640
2044,EPHA5,1641
204474,PDILT,19796
2045,EPHA7,1642
2046,EPHA8,1643
2047,EPHB1,1644
2048,EPHB2,1645
204851,HIPK1,19800
2049,EPHB3,1646
205,AK4,173
2050,EPHB4,1647
2051,EPHB6,1648
2052,EPHX1,1649
2053,EPHX2,1650
205327,C2orf69,19805
2054,STX2,1651
205428,DIPK2A,19806
2055,CLN8,1652
205564,SENP5,19807
205717,USF3,19809
2058,EPRS1,1655
205860,TRIML2,19810
2059,EPS8,1656
2060,EPS15,1657
2063,NR2F6,1658
206338,LVRN,19811
206358,SLC36A1,19812
2064,ERBB2,1659
2065,ERBB3,1660
2066,ERBB4,1661
2067,ERCC1,1662
2068,ERCC2,1663
2069,EREG,1664
207,AKT1,175
2070,EYA4,1665
207063,DHRSX,19816
2071,ERCC3,1666
2072,ERCC4,1667
2073,ERCC5,1668
2074,ERCC6,1669
2077,ERF,1671
2078,ERG,1672
2079,ERH,1673
208,AKT2,176
2081,ERN1,1674
2086,ERV3-1,1675
2091,FBL,1677
2098,ESD,1680
2099,ESR1,1681
21,ABCA3,16
210,ALAD,177
2101,ESRRA,1683
2103,ESRRB,1684
2107,ETF1,1686
2108,ETFA,1687
2109,ETFB,1688
211,ALAS1,178
2110,ETFDH,1689
2113,ETS1,1691
2114,ETS2,1692
2115,ETV1,1693
2117,ETV3,1695
2118,ETV4,1696
2119,ETV5,1697
2120,ETV6,1698
2121,EVC,1699
2122,MECOM,1700
2123,EVI2A,1701
2124,EVI2B,1702
2125,EVPL,1703
213,ALB,180
2130,EWSR1,1705
2131,EXT1,1706
2132,EXT2,1707
2134,EXTL1,1709
2135,EXTL2,1710
2137,EXTL3,1711
2138,EYA1,1712
2139,EYA2,1713
214,ALCAM,181
2140,EYA3,1714
2145,EZH1,1716
2146,EZH2,1717
2147,F2,1718
2149,F2R,1719
215,ABCD1,182
2150,F2RL1,1720
2152,F3,1722
2153,F5,1723
2155,F7,1724
2157,F8,1726
2158,F9,1727
2159,F10,1728
216,ALDH1A1,183
2160,F11,1729
2161,F12,1730
2162,F13A1,1731
2165,F13B,1732
2166,FAAH,1733
2167,FABP4,1734
2168,FABP1,1735
2169,FABP2,1736
217,ALDH2,184
2170,FABP3,1737
2171,FABP5,1738
2172,FABP6,1739
2173,FABP7,1740
2175,FANCA,1741
2177,FANCD2,1743
2178,FANCE,1744
218,ALDH3A1,185
2180,ACSL1,1745
2181,ACSL3,1746
2182,ACSL4,1747
2184,FAH,1748
2185,PTK2B,1749
2186,BPTF,1750
2187,FANCB,1751
2188,FANCF,1752
2189,FANCG,1753
219,ALDH1B1,186
2191,FAP,1754
2192,FBLN1,1755
219285,SAMD9L,19821
219287,AMER2,19822
219293,ATAD3C,19823
2193,FARSA,1756
219333,USP12,19824
219348,PLAC9,19826
2194,FASN,1757
219402,MTIF3,19827
219409,GSX1,19828
2195,FAT1,1758
219537,SMTNL1,19851
219539,YPEL4,19852
219541,MED19,19853
219578,ZNF804B,19855
2196,FAT2,1759
219623,TMEM26,19858
219654,ZCCHC24,19859
219670,ENKUR,19860
219681,ARMC3,19861
219699,UNC5B,19862
2197,FAU,1760
219738,FAM241B,19865
219743,TYSND1,19866
219771,CCNY,19870
219790,RTKN2,19871
219844,HYLS1,19874
219855,SLC37A2,19876
219899,TBCEL,19884
2199,FBLN2,1761
219927,MRPL21,19886
219931,TPCN2,19887
219970,GLYATL2,19898
219972,MPEG1,19899
219988,PATL1,19904
22,ABCB7,17
220,ALDH1A3,187
2200,FBN1,1762
220002,CYB561A3,19908
220004,PPP1R32,19909
220064,LTO1,19913
220081,ERICH6B,19917
2201,FBN2,1763
220108,FAM124A,19920
220134,SKA1,19923
220136,CFAP53,19924
2202,EFEMP1,1764
220213,OTUD1,19929
220296,HEPACAM,19930
2203,FBP1,1765
220323,OAF,19931
220382,FAM181B,19933
2204,FCAR,1766
2205,FCER1A,1767
2207,FCER1G,1769
2208,FCER2,1770
2209,FCGR1A,1771
220929,ZNF438,19948
220965,FAM13C,19952
220988,HNRNPA3,19957
221,ALDH3B1,188
221002,RASGEF1A,19959
221035,REEP3,19961
221037,JMJD1C,19962
221061,FAM171A1,19965
221074,SLC39A12,19966
221078,NSUN6,19967
221079,ARL5B,19968
221091,LRRN4CL,19969
221092,HNRNPUL2,19970
221120,ALKBH3,19971
221143,EEF1AKMT1,19973
221150,SKA3,19974
221154,MICU2,19975
221178,SPATA13,19976
221184,CPNE2,19978
221188,ADGRG5,19979
2212,FCGR2A,1773
221262,CCDC162P,19983
221264,AK9,19984
221294,NT5DC1,19985
2213,FCGR2B,1774
221302,ZUP1,19987
221303,FAM162B,19988
221322,TBC1D32,19989
221357,GSTA5,19991
221395,ADGRF5,19994
2214,FCGR3A,1775
221400,TDRD6,19995
221421,RSPH9,19998
221424,LRRC73,19999
221443,OARD1,20002
221458,KIF6,20003
221472,FGD2,20005
221476,PI16,20006
221477,C6orf89,20007
221491,SMIM29,20009
221496,LEMD2,20010
2215,FCGR3B,1776
221504,ZBTB9,20011
221527,ZBTB12,20012
221545,C6orf136,20013
221613,H2AC1,20016
221656,KDM1B,20017
221662,RBM24,20018
221692,PHACTR1,20020
2217,FCGRT,1778
221710,SMIM13,20021
221749,PXDC1,20025
221785,ZSCAN25,20027
2218,FKTN,1779
221806,VWDE,20029
221823,PRPS1L1,20030
221830,POLR1F,20031
221833,SP8,20032
221895,JAZF1,20035
2219,FCN1,1780
221908,PPP1R35,20036
221914,GPC2,20037
221927,BRAT1,20038
221935,SDK1,20039
221937,FOXK1,20040
221955,DAGLB,20043
221960,CCZ1B,20044
221981,THSD7A,20045
2220,FCN2,1781
222008,VSTM2A,20047
222068,TMED4,20050
222166,MTURN,20052
222171,PRR15,20053
222183,SRRM3,20054
222194,RSBN1L,20055
2222,FDFT1,1783
222223,ELAPOR2,20056
222229,LRWD1,20057
222234,FAM185A,20058
222236,NAPEPLD,20060
222255,ATXN7L1,20061
222389,BEND7,20063
2224,FDPS,1784
222484,LNX2,20064
222487,ADGRG3,20065
222546,RFX6,20068
222553,SLC35F1,20069
222584,FAM83B,20070
222643,UNC5CL,20073
222658,KCTD20,20074
222663,SCUBE3,20077
222696,ZSCAN23,20078
222698,NKAPL,20079
222950,NYAP1,20086
223,ALDH9A1,190
2230,FDX1,1788
223082,ZNRF2,20090
223117,SEMA3D,20091
2232,FDXR,1790
2235,FECH,1793
2237,FEN1,1795
2239,GPC4,1796
224,ALDH3A2,191
2241,FER,1797
2242,FES,1798
2243,FGA,1799
2244,FGB,1800
2245,FGD1,1801
2246,FGF1,1802
2247,FGF2,1803
2249,FGF4,1805
225,ABCD2,192
2252,FGF7,1808
225689,MAPK15,20092
2257,FGF12,1813
2258,FGF13,1814
226,ALDOA,193
2260,FGFR1,1816
2261,FGFR3,1817
2262,GPC5,1818
2263,FGFR2,1819
2264,FGFR4,1820
2266,FGG,1821
2267,FGL1,1822
2268,FGR,1823
2271,FH,1825
2272,FHIT,1826
2273,FHL1,1827
2274,FHL2,1828
2275,FHL3,1829
2277,VEGFD,1830
22794,CASC3,8910
22795,NID2,8911
22796,COG2,8912
22797,TFEC,8913
22798,LAMB4,8914
2280,FKBP1A,1833
22800,RRAS2,8915
22801,ITGA11,8916
22802,CLCA4,8917
22803,XRN2,8918
22806,IKZF3,8919
22807,IKZF2,8920
22808,MRAS,8921
22809,ATF5,8922
2281,FKBP1B,1834
22818,COPZ1,8929
22820,COPG1,8930
22821,RASA3,8931
22822,PHLDA1,8932
22823,MTF2,8933
22824,HSPA4L,8934
22826,DNAJC8,8935
22827,PUF60,8936
22828,SCAF8,8937
22829,NLGN4Y,8938
22832,CEP162,8939
22834,ZNF652,8940
22836,RHOBTB3,8942
22837,COBLL1,8943
22839,DLGAP4,8945
22841,RAB11FIP2,8946
22843,PPM1E,8947
22844,FRMPD1,8948
22845,DOLK,8949
22846,VASH1,8950
22847,ZNF507,8951
22848,AAK1,8952
22849,CPEB3,8953
22850,ADNP2,8954
22852,ANKRD26,8955
22853,LMTK2,8956
22854,NTNG1,8957
22856,CHSY1,8958
22858,CILK1,8959
22859,ADGRL1,8960
2286,FKBP2,1839
22861,NLRP1,8961
22862,FNDC3A,8962
22863,ATG14,8963
22864,R3HDM2,8964
22865,SLITRK3,8965
22866,CNKSR2,8966
22868,FASTKD2,8967
22869,ZNF510,8968
2287,FKBP3,1840
22870,PPP6R1,8969
22871,NLGN1,8970
22872,SEC31A,8971
22873,DZIP1,8972
22874,PLEKHA6,8973
22875,ENPP4,8974
22876,INPP5F,8975
22877,MLXIP,8976
22878,TRAPPC8,8977
22879,MON1B,8978
2288,FKBP4,1841
22880,MORC2,8979
22881,ANKRD6,8980
22882,ZHX2,8981
22883,CLSTN1,8982
22884,WDR37,8983
22885,ABLIM3,8984
22887,FOXJ3,8985
22888,UBOX5,8986
22889,KHDC4,8987
2289,FKBP5,1842
22890,ZBTB1,8988
22891,ZNF365,8989
22893,BAHD1,8990
22894,DIS3,8991
22895,RPH3A,8992
22897,CEP164,8993
22898,DENND3,8994
22899,ARHGEF15,8995
229,ALDOB,195
2290,FOXG1,1843
22900,CARD8,8996
22901,ARSG,8997
22902,RUFY3,8998
22903,BTBD3,8999
22904,SBNO2,9000
22905,EPN2,9001
22906,TRAK1,9002
22907,DHX30,9003
22908,SACM1L,9004
22909,FAN1,9005
22911,WDR47,9006
22913,RALY,9007
22915,MMRN1,9009
22916,NCBP2,9010
22918,CD93,9012
22919,MAPRE1,9013
22920,KIFAP3,9014
22921,MSRB2,9015
22924,MAPRE3,9016
22925,PLA2R1,9017
22926,ATF6,9018
22927,HABP4,9019
22928,SEPHS2,9020
22929,SEPHS1,9021
22930,RAB3GAP1,9022
22931,RAB18,9023
22932,POMZP3,9024
22933,SIRT2,9025
22934,RPIA,9026
22936,ELL2,9027
22937,SCAP,9028
22938,SNW1,9029
2294,FOXF1,1844
22941,SHANK2,9030
22943,DKK1,9031
22944,KIN,9032
22948,CCT5,9035
22949,PTGR1,9036
2295,FOXF2,1845
22950,SLC4A1AP,9037
22954,TRIM32,9040
22955,SCMH1,9041
2296,FOXC1,1846
2297,FOXD1,1847
22974,TPX2,9046
22976,PAXIP1,9047
22977,AKR7A3,9048
22978,NT5C2,9049
22979,EFR3B,9050
22980,TCF25,9051
22981,NINL,9052
22982,DIP2C,9053
22983,MAST1,9054
22984,PDCD11,9055
22985,ACIN1,9056
22986,SORCS3,9057
22987,SV2C,9058
22989,MYH15,9059
22990,PCNX1,9060
22992,KDM2A,9061
22993,HMGXB3,9062
22994,CEP131,9063
22995,CEP152,9064
22996,TTC39A,9065
22997,IGSF9B,9066
22998,LIMCH1,9067
22999,RIMS1,9068
23,ABCF1,18
230,ALDOC,196
23001,WDFY3,9069
23002,DAAM1,9070
23005,MAPKBP1,9071
23007,PLCH1,9072
23008,KLHDC10,9073
23011,RAB21,9074
23012,STK38L,9075
23013,SPEN,9076
23014,FBXO21,9077
23015,GOLGA8A,9078
23016,EXOSC7,9079
23017,FAIM2,9080
23019,CNOT1,9081
2302,FOXJ1,1852
23020,SNRNP200,9082
23022,PALLD,9083
23023,TMCC1,9084
23024,PDZRN3,9085
23025,UNC13A,9086
23028,KDM1A,9088
23029,RBM34,9089
2303,FOXC2,1853
23030,KDM4B,9090
23031,MAST3,9091
23032,USP33,9092
23033,DOP1A,9093
23034,SAMD4A,9094
23035,PHLPP2,9095
23036,ZNF292,9096
23037,PDZD2,9097
23038,WDTC1,9098
23039,XPO7,9099
2304,FOXE1,1854
23040,MYT1L,9100
23041,MON2,9101
23042,PDXDC1,9102
23043,TNIK,9103
23046,KIF21B,9104
23047,PDS5B,9105
23048,FNBP1,9106
23049,SMG1,9107
2305,FOXM1,1855
23051,ZHX3,9108
23052,ENDOD1,9109
23053,ZSWIM8,9110
23054,NCOA6,9111
23057,NMNAT2,9112
23059,CLUAP1,9113
2306,FOXD2,1856
23060,ZNF609,9114
23061,TBC1D9B,9115
23062,GGA2,9116
23063,WAPL,9117
23064,SETX,9118
23065,EMC1,9119
23066,CAND2,9120
23067,SETD1B,9121
2307,FOXS1,1857
23070,CMTR1,9122
23071,ERP44,9123
23072,HECW1,9124
23074,BLTP3B,9125
23075,SWAP70,9126
23076,RRP1B,9127
23077,MYCBP2,9128
23078,VWA8,9129
2308,FOXO1,1858
23080,AVL9,9130
23081,KDM4C,9131
23082,PPRC1,9132
23085,ERC1,9133
23086,EXPH5,9134
23087,TRIM35,9135
23089,PEG10,9136
2309,FOXO3,1859
23090,ZNF423,9137
23091,ZC3H13,9138
23092,ARHGAP26,9139
23093,TTLL5,9140
23094,SIPA1L3,9141
23095,KIF1B,9142
23096,IQSEC2,9143
23097,CDK19,9144
23098,SARM1,9145
23099,ZBTB43,9146
231,AKR1B1,197
23101,MCF2L2,9147
23102,TBC1D2B,9148
23105,FSTL4,9149
23107,MRPS27,9150
23108,RAP1GAP2,9151
23111,SPART,9153
23112,TNRC6B,9154
23113,CUL9,9155
23114,NFASC,9156
23116,TOGARAM1,9157
23118,TAB2,9159
23119,HIC2,9160
2312,FLG,1862
23120,ATP10B,9161
23122,CLASP2,9162
23125,CAMTA2,9163
23126,POGZ,9164
23127,COLGALT2,9165
23129,PLXND1,9166
2313,FLI1,1863
23130,ATG2A,9167
23131,GPATCH8,9168
23132,RAD54L2,9169
23133,PHF8,9170
23135,KDM6B,9171
23136,EPB41L3,9172
23137,SMC5,9173
23138,N4BP3,9174
23139,MAST2,9175
2314,FLII,1864
23140,ZZEF1,9176
23141,ANKLE2,9177
23142,DCUN1D4,9178
23143,LRCH1,9179
23144,ZC3H3,9180
23148,NACAD,9182
23149,FCHO1,9183
2315,MLANA,1865
23150,FRMD4B,9184
23151,GRAMD4,9185
23152,CIC,9186
23154,NCDN,9187
23155,CLCC1,9188
23157,SEPTIN6,9189
23158,TBC1D9,9190
2316,FLNA,1866
23160,WDR43,9191
23161,SNX13,9192
23162,MAPK8IP3,9193
23163,GGA3,9194
23164,MPRIP,9195
23165,NUP205,9196
23166,STAB1,9197
23167,EFR3A,9198
23168,RTF1,9199
23169,SLC35D1,9200
2317,FLNB,1867
23170,TTLL12,9201
23171,GPD1L,9202
23172,ABRAXAS2,9203
23173,METAP1,9204
23174,ZCCHC14,9205
23175,LPIN1,9206
23176,SEPTIN8,9207
23177,CEP68,9208
23178,PASK,9209
23179,RGL1,9210
2318,FLNC,1868
23180,RFTN1,9211
23181,DIP2A,9212
23184,MESD,9213
23185,LARP4B,9214
23186,RCOR1,9215
23187,PHLDB1,9216
23189,KANK1,9217
2319,FLOT2,1869
23190,UBXN4,9218
23191,CYFIP1,9219
23192,ATG4B,9220
23193,GANAB,9221
23194,FBXL7,9222
23195,MDN1,9223
23196,FAM120A,9224
23197,FAF2,9225
23198,PSME4,9226
23199,GSE1,9227
23200,ATP11B,9228
23201,FAM168A,9229
23203,PMPCA,9230
23204,ARL6IP1,9231
23205,ACSBG1,9232
23207,PLEKHM2,9233
23208,SYT11,9234
23209,MLC1,9235
2321,FLT1,1870
23210,JMJD6,9236
23211,ZC3H4,9237
23212,RRS1,9238
23213,SULF1,9239
23214,XPO6,9240
23215,PRRC2C,9241
23216,TBC1D1,9242
23217,ZFR2,9243
23218,NBEAL2,9244
23219,FBXO28,9245
2322,FLT3,1871
23220,DTX4,9246
23223,RRP12,9248
23224,SYNE2,9249
23225,NUP210,9250
23228,PLCL2,9251
23229,ARHGEF9,9252
23230,VPS13A,9253
23231,SEL1L3,9254
23232,TBC1D12,9255
23233,EXOC6B,9256
23234,DNAJC9,9257
23235,SIK2,9258
23236,PLCB1,9259
23237,ARC,9260
23239,PHLPP1,9261
2324,FLT4,1873
23240,TMEM131L,9262
23241,PACS2,9263
23242,COBL,9264
23243,ANKRD28,9265
23244,PDS5A,9266
23245,ASTN2,9267
23246,BOP1,9268
23247,KATNIP,9269
23248,RPRD2,9270
23250,ATP11A,9271
23251,MINAR1,9272
23252,OTUD3,9273
23253,ANKRD12,9274
23254,KAZN,9275
23255,MTCL1,9276
23256,SCFD1,9277
23258,DENND5A,9278
23259,DDHD2,9279
2326,FMO1,1874
23262,PPIP5K2,9281
23263,MCF2L,9282
23264,ZC3H7B,9283
23265,EXOC7,9284
23266,ADGRL2,9285
23268,DNMBP,9286
23269,MGA,9287
2327,FMO2,1875
23270,TSPYL4,9288
23271,CAMSAP2,9289
23272,TASOR,9290
23274,CLEC16A,9291
23275,POFUT2,9292
23276,KLHL18,9293
23277,CLUH,9294
23279,NUP160,9295
2328,FMO3,1876
23281,MTUS2,9296
23283,CSTF2T,9297
23284,ADGRL3,9298
23286,WWC1,9299
23287,AGTPBP1,9300
23288,IQCE,9301
2329,FMO4,1877
23291,FBXW11,9302
23293,SMG6,9303
23294,ANKS1A,9304
