Gene_Id,Hugo_Symbol,my_Id
6538,SLC6A11,5187
653808,ZG16,27205
653857,ACTR3C,27207
654,BMP6,535
6540,SLC6A13,5189
6541,SLC7A1,5190
6542,SLC7A2,5191
654254,ZNF732,27213
6543,SLC8A2,5192
654346,LGALS9C,27222
654364,NME1-NME2,27224
654463,FER1L6,27245
6546,SLC8A1,5194
6547,SLC8A3,5195
654790,PCP4L1,27260
6548,SLC9A1,5196
654816,NCF1B,27261
655,BMP7,536
6550,SLC9A3,5198
6556,SLC11A1,5203
6557,SLC12A1,5204
6558,SLC12A2,5205
6559,SLC12A3,5206
656,BMP8B,537
6560,SLC12A4,5207
6563,SLC14A1,5209
6564,SLC15A1,5210
6565,SLC15A2,5211
6566,SLC16A1,5212
6567,SLC16A2,5213
657,BMPR1A,538
6573,SLC19A1,5219
6574,SLC20A1,5220
6575,SLC20A2,5221
6576,SLC25A1,5222
6578,SLCO2A1,5223
658,BMPR1B,539
6581,SLC22A3,5226
6584,SLC22A5,5229
6585,SLIT1,5230
6586,SLIT3,5231
659,BMPR2,540
6590,SLPI,5233
6591,SNAI2,5234
6594,SMARCA1,5235
6595,SMARCA2,5236
6596,HLTF,5237
6597,SMARCA4,5238
65975,STK33,14420
65977,PLEKHA3,14421
65979,PHACTR4,14423
6598,SMARCB1,5239
65980,BRD9,14424
65981,CAPRIN2,14425
65982,ZSCAN18,14426
65983,GRAMD2B,14427
65985,AACS,14428
65986,ZBTB10,14429
65987,KCTD14,14430
65988,ZNF747,14431
6599,SMARCC1,5240
65990,ANTKMT,14433
65991,FUNDC2,14434
65992,DDRGK1,14435
65993,MRPS34,14436
65998,ZFTA,14439
660,BMX,541
66002,CYP4F12,14443
66004,LYNX1,14444
66005,CHID1,14445
66008,TRAK2,14446
6601,SMARCC2,5241
6602,SMARCD1,5242
6603,SMARCD2,5243
66036,MTMR9,14448
6604,SMARCD3,5244
6605,SMARCE1,5245
6606,SMN1,5246
6607,SMN2,5247
6608,SMO,5248
6609,SMPD1,5249
661,POLR3D,542
6610,SMPD2,5250
6611,SMS,5251
6612,SUMO3,5252
6613,SUMO2,5253
6614,SIGLEC1,5254
6615,SNAI1,5255
6616,SNAP25,5256
6617,SNAPC1,5257
6618,SNAPC2,5258
6619,SNAPC3,5259
662,BNIP1,543
6620,SNCB,5260
6621,SNAPC4,5261
6622,SNCA,5262
6623,SNCG,5263
6624,FSCN1,5264
6625,SNRNP70,5265
6626,SNRPA,5266
6627,SNRPA1,5267
6628,SNRPB,5268
6629,SNRPB2,5269
663,BNIP2,544
6631,SNRPC,5270
6632,SNRPD1,5271
6633,SNRPD2,5272
6634,SNRPD3,5273
6635,SNRPE,5274
6636,SNRPF,5275
6637,SNRPG,5276
6638,SNRPN,5277
664,BNIP3,545
6640,SNTA1,5278
6641,SNTB1,5279
6642,SNX1,5280
6643,SNX2,5281
6645,SNTB2,5283
6646,SOAT1,5284
6647,SOD1,5285
6648,SOD2,5286
6649,SOD3,5287
665,BNIP3L,546
6650,CAPN15,5288
6651,SON,5289
6652,SORD,5290
6653,SORL1,5291
6654,SOS1,5292
6655,SOS2,5293
6656,SOX1,5294
6657,SOX2,5295
6658,SOX3,5296
6659,SOX4,5297
666,BOK,547
6660,SOX5,5298
6662,SOX9,5300
6663,SOX10,5301
6664,SOX11,5302
6665,SOX15,5303
6666,SOX12,5304
6667,SP1,5305
6668,SP2,5306
667,DST,548
6670,SP3,5307
6671,SP4,5308
6672,SP100,5309
6674,SPAG1,5310
6675,UAP1,5311
6676,SPAG4,5312
6678,SPARC,5314
668,FOXL2,549
6683,SPAST,5315
6687,SPG7,5317
6688,SPI1,5318
6689,SPIB,5319
669,BPGM,550
6690,SPINK1,5320
6692,SPINT1,5322
6693,SPN,5323
6694,SPP2,5324
6695,SPOCK1,5325
6696,SPP1,5326
6697,SPR,5327
6698,SPRR1A,5328
6699,SPRR1B,5329
670,BPHL,551
6700,SPRR2A,5330
6703,SPRR2D,5333
6705,SPRR2F,5335
6706,SPRR2G,5336
6707,SPRR3,5337
6708,SPTA1,5338
6709,SPTAN1,5339
671,BPI,552
6710,SPTB,5340
6711,SPTBN1,5341
6712,SPTBN2,5342
6713,SQLE,5343
6714,SRC,5344
6715,SRD5A1,5345
6717,SRI,5347
6718,AKR1D1,5348
672,BRCA1,553
6720,SREBF1,5350
6721,SREBF2,5351
6722,SRF,5352
6723,SRM,5353
6726,SRP9,5355
6727,SRP14,5356
6728,SRP19,5357
6729,SRP54,5358
673,BRAF,554
6730,SRP68,5359
6731,SRP72,5360
6732,SRPK1,5361
6733,SRPK2,5362
6734,SRPRA,5363
6737,TRIM21,5365
6738,RO60,5366
6741,SSB,5368
6742,SSBP1,5369
6744,ITPRID2,5370
6745,SSR1,5371
6746,SSR2,5372
6747,SSR3,5373
6748,SSR4,5374
6749,SSRP1,5375
675,BRCA2,555
6750,SST,5376
6752,SSTR2,5378
6756,SSX1,5382
6757,SSX2,5383
6758,SSX5,5384
676,BRDT,556
6760,SS18,5386
6764,DENND2B,5389
6767,ST13,5391
6768,ST14,5392
6769,STAC,5393
677,ZFP36L1,557
6772,STAT1,5396
6773,STAT2,5397
6774,STAT3,5398
6775,STAT4,5399
6776,STAT5A,5400
6777,STAT5B,5401
6778,STAT6,5402
678,ZFP36L2,558
6780,STAU1,5404
6781,STC1,5405
6782,HSPA13,5406
6783,SULT1E1,5407
6785,ELOVL4,5408
6786,STIM1,5409
6787,NEK4,5410
6788,STK3,5411
6789,STK4,5412
6790,AURKA,5413
6792,CDKL5,5415
6793,STK10,5416
6794,STK11,5417
6799,SULT1A2,5419
6801,STRN,5420
6804,STX1A,5422
6809,STX3,5423
6810,STX4,5424
6811,STX5,5425
6812,STXBP1,5426
6813,STXBP2,5427
6814,STXBP3,5428
6815,STYX,5429
6817,SULT1A1,5430
6818,SULT1A3,5431
6819,SULT1C2,5432
682,BSG,560
6820,SULT2B1,5433
6821,SUOX,5434
6822,SULT2A1,5435
6827,SUPT4H1,5438
6829,SUPT5H,5439
683,BST1,561
6830,SUPT6H,5440
6832,SUPV3L1,5441
6833,ABCC8,5442
6834,SURF1,5443
6835,SURF2,5444
6836,SURF4,5445
6837,MED22,5446
6838,SURF6,5447
6839,SUV39H1,5448
684,BST2,562
6840,SVIL,5449
6843,VAMP1,5450
6844,VAMP2,5451
6845,VAMP7,5452
6847,SYCP1,5454
685,BTC,563
6850,SYK,5455
6853,SYN1,5456
6854,SYN2,5457
6855,SYP,5458
6856,SYPL1,5459
6857,SYT1,5460
686,BTD,564
6860,SYT4,5461
6861,SYT5,5462
6863,TAC1,5464
6866,TAC3,5466
6867,TACC1,5467
6868,ADAM17,5468
687,KLF9,565
6871,TADA2A,5471
6872,TAF1,5472
6873,TAF2,5473
6874,TAF4,5474
6875,TAF4B,5475
6876,TAGLN,5476
6877,TAF5,5477
6878,TAF6,5478
6879,TAF7,5479
688,KLF5,566
6880,TAF9,5480
6881,TAF10,5481
6882,TAF11,5482
6883,TAF12,5483
6884,TAF13,5484
6885,MAP3K7,5485
6886,TAL1,5486
6888,TALDO1,5488
689,BTF3,567
6890,TAP1,5490
6891,TAP2,5491
6892,TAPBP,5492
6894,TARBP1,5494
6895,TARBP2,5495
6897,TARS1,5497
6898,TAT,5498
6899,TBX1,5499
6900,CNTN2,5500
6902,TBCA,5502
6903,TBCC,5503
6904,TBCD,5504
6905,TBCE,5505
6906,SERPINA7,5506
6907,TBL1X,5507
6908,TBP,5508
6909,TBX2,5509
6910,TBX5,5510
6913,TBX15,5512
6916,TBXAS1,5515
6917,TCEA1,5516
6919,TCEA2,5518
6920,TCEA3,5519
692094,MSMP,27389
6921,ELOC,5520
6923,ELOB,5522
692312,PPAN-P2RY11,27440
6924,ELOA,5523
6925,TCF4,5524
6926,TBX3,5525
6927,HNF1A,5526
6928,HNF1B,5527
6929,TCF3,5528
6932,TCF7,5529
6934,TCF7L2,5530
6935,ZEB1,5531
6936,GCFC2,5532
6938,TCF12,5533
694,BTG1,570
6940,ZNF354A,5535
6942,TCF20,5537
6944,VPS72,5539
6945,MLX,5540
6947,TCN1,5542
6948,TCN2,5543
6949,TCOF1,5544
695,BTK,571
6950,TCP1,5545
699,BUB1,573
6990,DYNLT3,5582
6992,PPP1R11,5584
6993,DYNLT1,5585
6996,TDG,5586
70,ACTC1,59
7001,PRDX2,5590
7003,TEAD1,5592
7004,TEAD4,5593
7005,TEAD3,5594
7008,TEF,5597
7009,TMBIM6,5598
701,BUB1B,575
7010,TEK,5599
7011,TEP1,5600
7013,TERF1,5602
7014,TERF2,5603
7015,TERT,5604
7016,TESK1,5605
7018,TF,5606
7019,TFAM,5607
7020,TFAP2A,5608
7021,TFAP2B,5609
7022,TFAP2C,5610
7023,TFAP4,5611
7024,TFCP2,5612
7025,NR2F1,5613
7026,NR2F2,5614
7027,TFDP1,5615
7029,TFDP2,5616
7030,TFE3,5617
7031,TFF1,5618
7032,TFF2,5619
7033,TFF3,5620
7035,TFPI,5621
7036,TFR2,5622
7037,TFRC,5623
7038,TG,5624
7039,TGFA,5625
7040,TGFB1,5626
7041,TGFB1I1,5627
7042,TGFB2,5628
7043,TGFB3,5629
7044,LEFTY2,5630
7045,TGFBI,5631
7046,TGFBR1,5632
7047,TGM4,5633
7048,TGFBR2,5634
7049,TGFBR3,5635
705,BYSL,576
7050,TGIF1,5636
7051,TGM1,5637
7052,TGM2,5638
7053,TGM3,5639
7054,TH,5640
7056,THBD,5642
7057,THBS1,5643
7058,THBS2,5644
7059,THBS3,5645
706,TSPO,577
7060,THBS4,5646
7062,TCHH,5647
7064,THOP1,5649
7067,THRA,5651
7068,THRB,5652
7070,THY1,5654
7071,KLF10,5655
7072,TIA1,5656
7073,TIAL1,5657
7074,TIAM1,5658
7075,TIE1,5659
7076,TIMP1,5660
7077,TIMP2,5661
7078,TIMP3,5662
7079,TIMP4,5663
708,C1QBP,578
7080,NKX2-1,5664
7082,TJP1,5665
7083,TK1,5666
7084,TK2,5667
7086,TKT,5669
7087,ICAM5,5670
7088,TLE1,5671
7089,TLE2,5672
7090,TLE3,5673
7091,TLE4,5674
7092,TLL1,5675
7093,TLL2,5676
7094,TLN1,5677
7095,SEC62,5678
7096,TLR1,5679
7097,TLR2,5680
7098,TLR3,5681
71,ACTG1,60
710,SERPING1,579
7100,TLR5,5683
7101,NR2E1,5684
7102,TSPAN7,5685
7103,TSPAN8,5686
7104,TM4SF4,5687
7105,TSPAN6,5688
7106,TSPAN4,5689
7107,GPR137B,5690
7108,TM7SF2,5691
7109,TRAPPC10,5692
7110,TMF1,5693
7111,TMOD1,5694
7112,TMPO,5695
7113,TMPRSS2,5696
7114,TMSB4X,5697
712,C1QA,581
7122,CLDN5,5705
7123,CLEC3B,5706
7125,TNNC2,5708
7126,TNFAIP1,5709
7127,TNFAIP2,5710
7128,TNFAIP3,5711
713,C1QB,582
7130,TNFAIP6,5712
7132,TNFRSF1A,5713
7133,TNFRSF1B,5714
7134,TNNC1,5715
7135,TNNI1,5716
7136,TNNI2,5717
7138,TNNT1,5719
7139,TNNT2,5720
714,C1QC,583
7140,TNNT3,5721
7143,TNR,5724
7145,TNS1,5725
7148,TNXB,5727
715,C1R,584
7150,TOP1,5728
7153,TOP2A,5731
7155,TOP2B,5733
7156,TOP3A,5734
7157,TP53,5735
7158,TP53BP1,5736
7159,TP53BP2,5737
716,C1S,585
7161,TP73,5738
7162,TPBG,5739
7163,TPD52,5740
7164,TPD52L1,5741
7165,TPD52L2,5742
7166,TPH1,5743
7167,TPI1,5744
7168,TPM1,5745
7169,TPM2,5746
717,C2,586
7170,TPM3,5747
7171,TPM4,5748
7172,TPMT,5749
7174,TPP2,5751
7175,TPR,5752
7177,TPSAB1,5753
7178,TPT1,5754
718,C3,587
7181,NR2C1,5757
7182,NR2C2,5758
7184,HSP90B1,5760
7185,TRAF1,5761
7186,TRAF2,5762
7187,TRAF3,5763
7188,TRAF5,5764
7189,TRAF6,5765
719,C3AR1,588
72,ACTG2,61
720,C4A,589
7200,TRH,5773
7203,CCT3,5776
7204,TRIO,5777
7205,TRIP6,5778
721,C4B,590
7216,TRO,5787
722,C4BPA,591
7220,TRPC1,5791
7223,TRPC4,5794
7224,TRPC5,5795
7225,TRPC6,5796
7226,TRPM2,5797
7227,TRPS1,5798
723790,H2AC19,27555
7247,TSN,5813
7248,TSC1,5814
7249,TSC2,5815
725,C4BPB,593
7251,TSG101,5816
7257,TSNAX,5819
7259,TSPYL1,5821
726,CAPN5,594
7260,EIPR1,5822
7262,PHLDA2,5823
7263,TST,5824
7264,GFUS,5825
7265,TTC1,5826
7266,DNAJC7,5827
7267,TTC3,5828
7268,TTC4,5829
727,C5,595
7270,TTF1,5830
7272,TTK,5831
7273,TTN,5832
7275,TUB,5834
7276,TTR,5835
7277,TUBA4A,5836
7278,TUBA3C,5837
727851,RGPD8,27631
727866,FAM156B,27636
727897,MUC5B,27641
727909,GOLGA8Q,27643
727910,TLCD2,27644
727936,GXYLT2,27650
727940,RHOXF2B,27651
727957,MROH1,27657
728,C5AR1,596
7280,TUBB2A,5838
728047,GOLGA8O,27684
728096,CT47A1,27699
728113,ANXA8L1,27704
728239,MAGED4,27744
728269,MAGEA9B,27751
728294,D2HGDH,27755
7283,TUBG1,5839
728318,KRTAP9-1,27763
728340,GTF2H2C,27770
728343,NXF2B,27772
728358,DEFA1B,27775
728378,POTEF,27784
728392,LOC728392,27790
7284,TUFM,5840
728489,DNLZ,27830
728492,SERF1B,27831
728498,GOLGA8H,27834
728568,C12orf73,27860
728577,CNTNAP3B,27864
728588,MS4A18,27867
7286,TUFT1,5841
728621,CCDC30,27882
728635,DHRS4L1,27887
728642,CDK11A,27892
728661,SLC35E2B,27899
728689,EIF3CL,27906
728695,SPANXB1,27908
728743,LOC728743,27925
728747,ANKRD20A4P,27927
728763,CROCC2,27933
7289,TULP3,5844
728911,CT45A2,27964
729,C6,597
7290,HIRA,5845
729020,RPEL1,27994
7292,TNFSF4,5847
729238,SFTPA2,28057
729288,ZNF286B,28074
729348,LINC01873,28099
729359,PLIN4,28103
729396,GAGE12J,28113
729408,GAGE2D,28118
729438,CASTOR2,28128
729440,CCDC61,28129
729447,GAGE2A,28131
729475,RAD51AP2,28141
7295,TXN,5850
729515,TMEM242,28155
729540,RGPD6,28164
7296,TXNRD1,5851
729648,ZNF812P,28190
729665,CCDC175,28197
7297,TYK2,5852
7298,TYMS,5853
729830,FHIP1A,28240
729852,UMAD1,28245
729857,RGPD2,28247
7299,TYR,5854
729920,CRPPA,28261
729956,SHISA7,28271
729967,MORN2,28275
729991,BORCS8,28283
729993,SHISA9,28285
730,C7,598
730051,ZNF814,28297
730087,ZNF726,28306
730098,LOC730098,28310
7301,TYRO3,5856
730112,FAM166B,28316
730130,TMEM229A,28318
730394,GTF2H2C_2,28347
7305,TYROBP,5859
7306,TYRP1,5860
7307,U2AF1,5861
731,C8A,599
7310,ZRSR2P1,5862
7311,UBA52,5863
7314,UBB,5866
7317,UBA1,5869
7318,UBA7,5870
7319,UBE2A,5871
732,C8B,600
7320,UBE2B,5872
7321,UBE2D1,5873
7322,UBE2D2,5874
7323,UBE2D3,5875
7324,UBE2E1,5876
7325,UBE2E2,5877
7326,UBE2G1,5878
7327,UBE2G2,5879
7328,UBE2H,5880
7329,UBE2I,5881
733,C8G,601
7332,UBE2L3,5882
7334,UBE2N,5884
7335,UBE2V1,5885
7336,UBE2V2,5886
7337,UBE3A,5887
7341,SUMO1,5890
7342,UBP1,5891
7343,UBTF,5892
7345,UCHL1,5893
7347,UCHL3,5894
7348,UPK1B,5895
735,C9,603
7351,UCP2,5898
7353,UFD1,5900
7355,SLC35A2,5901
7356,SCGB1A1,5902
7357,UGCG,5903
7358,UGDH,5904
7360,UGP2,5905
7363,UGT2B4,5907
7364,UGT2B7,5908
7366,UGT2B15,5910
7367,UGT2B17,5911
7368,UGT8,5912
7371,UCK2,5914
7372,UMPS,5915
7373,COL14A1,5916
7374,UNG,5917
7375,USP4,5918
7376,NR1H2,5919
7378,UPP1,5920
7379,UPK2,5921
738,VPS51,604
7381,UQCRB,5923
7384,UQCRC1,5924
7385,UQCRC2,5925
7386,UQCRFS1,5926
7388,UQCRH,5927
7389,UROD,5928
7390,UROS,5929
7391,USF1,5930
7392,USF2,5931
7398,USP1,5933
7399,USH2A,5934
740,MRPL49,605
7402,UTRN,5936
7403,KDM6A,5937
7404,UTY,5938
7405,UVRAG,5939
7407,VARS1,5940
7408,VASP,5941
7409,VAV1,5942
741,ZNHIT2,606
7410,VAV2,5943
7411,VBP1,5944
7412,VCAM1,5945
7414,VCL,5946
7415,VCP,5947
7416,VDAC1,5948
7417,VDAC2,5949
7419,VDAC3,5951
7421,VDR,5953
7422,VEGFA,5954
7423,VEGFB,5955
7424,VEGFC,5956
7425,VGF,5957
7428,VHL,5958
7429,VIL1,5959
7430,EZR,5960
7431,VIM,5961
7432,VIP,5962
7433,VIPR1,5963
7436,VLDLR,5966
744,MPPED2,607
7441,VPREB1,5969
7443,VRK1,5971
7444,VRK2,5972
7447,VSNL1,5974
7448,VTN,5975
745,MYRF,608
7450,VWF,5976
7453,WARS1,5978
7454,WAS,5979
7455,ZAN,5980
7456,WIPF1,5981
7458,EIF4H,5982
746,TMEM258,609
7461,CLIP2,5984
7462,LAT2,5985
7464,CORO2A,5986
7465,WEE1,5987
7466,WFS1,5988
7468,NSD2,5990
7469,NELFA,5991
747,DAGLA,610
7472,WNT2,5993
7474,WNT5A,5995
7476,WNT7A,5997
7477,WNT7B,5998
7481,WNT11,6002
7482,WNT2B,6003
7483,WNT9A,6004
7485,GET1,6006
7486,WRN,6007
7490,WT1,6009
7494,XBP1,6011
7498,XDH,6014
7499,XG,6015
7504,XK,6019
7507,XPA,6021
7508,XPC,6022
7511,XPNPEP1,6023
7512,XPNPEP2,6024
7514,XPO1,6025
7515,XRCC1,6026
7517,XRCC3,6028
7518,XRCC4,6029
752,FMNL1,612
7520,XRCC5,6030
7525,YES1,6032
7528,YY1,6034
7529,YWHAB,6035
7531,YWHAE,6036
7532,YWHAG,6037
7533,YWHAH,6038
7534,YWHAZ,6039
7535,ZAP70,6040
7536,SF1,6041
7538,ZFP36,6042
7539,ZFP37,6043
754,PTTG1IP,614
7541,ZBTB14,6044
7542,ZFPL1,6045
7543,ZFX,6046
7545,ZIC1,6048
7546,ZIC2,6049
7549,ZNF2,6051
755,CFAP410,615
7551,ZNF3,6052
7552,ZNF711,6053
7553,ZNF7,6054
7554,ZNF8,6055
7555,CNBP,6056
7559,ZNF12,6058
7562,ZNF708,6060
7564,ZNF16,6061
7565,ZNF17,6062
7570,ZNF22,6067
7572,ZNF24,6069
7576,ZNF28,6071
7579,ZSCAN20,6073
7580,ZNF32,6074
7581,ZNF33A,6075
7582,ZNF33B,6076
7584,ZNF35,6077
7586,ZKSCAN1,6078
7587,ZNF37A,6079
7589,ZSCAN21,6080
759,CA1,618
7592,ZNF41,6081
7594,ZNF43,6083
7597,ZBTB25,6085
760,CA2,619
761,CA3,620
7617,ZNF66,6087
762,CA4,621
7620,ZNF69,6089
7621,ZNF70,6090
7625,ZNF74,6091
7626,ZNF75D,6092
7629,ZNF76,6095
763,CA5A,622
7633,ZNF79,6096
7637,ZNF84,6098
7638,ZNF221,6099
7639,ZNF85,6100
7644,ZNF91,6102
7652,ZNF99,6103
767,CA8,626
7673,ZNF222,6105
7675,ZNF121,6106
768,CA9,627
7681,MKRN3,6108
768211,RELL1,28443
768239,PSAPL1,28454
7690,ZNF131,6112
7691,ZNF132,6113
7692,ZNF133,6114
7693,ZNF134,6115
7697,ZNF138,6119
7699,ZNF140,6120
770,CA11,628
7700,ZNF141,6121
7701,ZNF142,6122
7702,ZNF143,6123
7703,PCGF2,6124
7704,ZBTB16,6125
7705,ZNF146,6126
7706,TRIM25,6127
7707,ZNF148,6128
7709,ZBTB17,6129
771,CA12,629
7712,ZNF157,6132
7716,VEZF1,6133
7726,TRIM26,6135
7727,ZNF174,6136
7728,ZNF175,6137
773,CACNA1A,631
7732,RNF112,6139
7737,RNF113A,6141
7738,ZNF184,6142
7739,ZNF185,6143
774,CACNA1B,632
7741,ZSCAN26,6144
7743,ZNF189,6145
7745,ZKSCAN8,6146
7746,ZSCAN9,6147
7748,ZNF195,6148
775,CACNA1C,633
7750,ZMYM2,6149
7753,ZNF202,6151
7755,ZNF205,6153
7756,ZNF207,6154
7757,ZNF208,6155
7760,ZNF213,6156
7763,ZFAND5,6159
7764,ZNF217,6160
7767,ZNF224,6162
7769,ZNF226,6164
777,CACNA1E,635
7770,ZNF227,6165
7771,ZNF112,6166
7772,ZNF229,6167
7776,ZNF236,6170
7779,SLC30A1,6171
778,CACNA1F,636
7780,SLC30A2,6172
7781,SLC30A3,6173
7782,SLC30A4,6174
7783,ZP2,6175
7786,MAP3K12,6177
7789,ZXDA,6178
779,CACNA1S,637
7791,ZYX,6179
7798,LUZP1,6182
7799,PRDM2,6183
780,DDR1,638
7802,DNALI1,6184
7803,PTP4A1,6185
7804,LRP8,6186
7805,LAPTM5,6187
781,CACNA2D1,639
7812,CSDE1,6190
7813,EVI5,6191
7818,DAP3,6192
782,CACNB1,640
783,CACNB2,641
7832,BTG2,6196
7837,PXDN,6198
784,CACNB3,642
7840,ALMS1,6200
7841,MOGS,6201
7846,TUBA1A,6205
7849,PAX8,6206
785,CACNB4,643
7850,IL1R2,6207
7852,CXCR4,6209
7855,FZD5,6210
7857,SCG2,6211
7862,BRPF1,6212
7866,IFRD2,6214
7867,MAPKAPK3,6215
7869,SEMA3B,6216
7871,SLMAP,6217
7873,MANF,6218
7874,USP7,6219
7879,RAB7A,6220
788,SLC25A20,645
7881,KCNAB1,6222
7884,SLBP,6223
78986,DUSP26,14450
78987,CRELD1,14451
78988,MRPL57,14452
78989,COLEC11,14453
78990,OTUB2,14454
78991,PCYOX1L,14455
78992,YIPF2,14456
78994,PRR14,14457
78995,HROB,14458
78996,CYREN,14459
78997,GDAP1L1,14460
78999,LRFN4,14462
790,CAD,647
79000,AUNIP,14463
79001,VKORC1,14464
79002,TRIR,14465
79003,MIS12,14466
79004,CUEDC2,14467
79005,SCNM1,14468
79006,METRN,14469
79007,DBNDD1,14470
79009,DDX50,14472
79012,CAMKV,14473
79016,DDA1,14475
79017,GGCT,14476
79018,GID4,14477
79019,CENPM,14478
79020,C7orf25,14479
79022,TMEM106C,14480
79023,NUP37,14481
79026,AHNAK,14484
79027,ZNF655,14485
79029,SPATA5L1,14486
7903,ST8SIA4,6229
79031,PDCL3,14487
79033,ERI3,14488
79034,INTS15,14489
79035,NABP2,14490
79036,KXD1,14491
79038,ZFYVE21,14493
79039,DDX54,14494
79041,TMEM38A,14495
79042,TSEN34,14496
79047,KCTD15,14497
79048,SECISBP2,14498
7905,REEP5,6230
79050,NOC4L,14499
79053,ALG8,14502
79056,PRRG4,14505
79057,PRRG3,14506
79058,ASPSCR1,14507
79064,TMEM223,14508
79065,ATG9A,14509
79066,METTL16,14510
79068,FTO,14511
79070,POGLUT2,14512
79071,ELOVL6,14513
79072,FASTKD3,14514
79073,TMEM109,14515
79074,C2orf49,14516
79075,DSCC1,14517
79077,DCTPP1,14518
79078,C1orf50,14519
79080,CCDC86,14520
79083,MLPH,14522
79084,WDR77,14523
79085,SLC25A23,14524
79086,SMIM7,14525
79087,ALG12,14526
79089,TMUB2,14528
79090,TRAPPC6A,14529
79092,CARD14,14531
79094,CHAC1,14532
79095,BBLN,14533
790955,UQCC3,28508
79096,CSTPP1,14534
79098,C1orf116,14536
79101,TAF1D,14538
79102,RNF26,14539
79109,MAPKAP1,14541
7913,DEK,6235
79132,DHX58,14542
79133,NDUFAF5,14543
79134,TMEM185B,14544
79135,APOO,14545
79137,RETREG2,14547
79139,DERL1,14548
79140,CCDC28B,14549
79142,PHF23,14550
79143,MBOAT7,14551
79144,PPDPF,14552
79145,CHCHD7,14553
79147,FKRP,14554
79148,MMP28,14555
79149,ZSCAN5A,14556
7915,ALDH5A1,6236
79152,FA2H,14558
79153,GDPD3,14559
79154,DHRS11,14560
79155,TNIP2,14561
79156,PLEKHF1,14562
79157,MFSD11,14563
79158,GNPTAB,14564
79159,NOL12,14565
7916,PRRC2A,6237
79161,TMEM243,14567
79165,LENG1,14568
79168,LILRA6,14571
79169,C1orf35,14572
7917,BAG6,6238
79170,PRR15L,14573
79171,RBM42,14574
79172,CENPO,14575
79174,CRELD2,14577
79176,FBXL15,14579
79177,ZNF576,14580
79178,THTPA,14581
7918,GPANK1,6239
79180,EFHD2,14583
79183,TTPAL,14584
79184,BRCC3,14585
79187,FSD1,14586
79188,TMEM43,14587
7919,DDX39B,6240
79191,IRX3,14589
79192,IRX1,14590
7920,ABHD16A,6241
7922,SLC39A7,6243
79228,THOC6,14591
7923,HSD17B8,6244
79230,ZNF557,14592
79269,DCAF10,14596
793,CALB1,648
7936,NELFE,6251
79364,ZXDC,14636
79365,BHLHE41,14637
79366,HMGN5,14638
79370,BCL2L14,14641
794,CALB2,649
7940,LST1,6255
79400,NOX5,14642
7941,PLA2G7,6256
79411,GLB1L,14643
79412,KREMEN2,14644
79414,LRFN3,14646
79415,CYBC1,14647
7942,TFEB,6257
79441,HAUS3,14649
79443,FYCO1,14651
79444,BIRC7,14652
79446,WDR25,14653
79447,PAGR1,14654
79465,ULBP3,14655
795,S100G,650
79567,RIPOR1,14696
79568,MAIP1,14697
7957,EPM2A,6264
79571,GCC1,14699
79572,ATP13A3,14700
79573,TTC13,14701
79574,EPS8L3,14702
79576,NKAP,14704
79577,CDC73,14705
79581,SLC52A2,14706
79582,SPAG16,14707
79583,TMEM231,14708
79585,CORO7,14709
79586,CHPF,14710
79587,CARS2,14711
79589,RNF128,14712
79590,MRPL24,14713
79591,ARMH3,14714
79594,MUL1,14715
79595,SAP130,14716
79596,OBI1,14717
79598,CEP97,14718
796,CALCA,651
79600,TCTN1,14719
79602,ADIPOR2,14720
79603,CERS4,14721
79605,PGBD5,14722
79607,FAM118B,14723
79608,RIC3,14724
79609,VCPKMT,14725
79611,ACSS3,14726
79612,NAA16,14727
79613,TANGO6,14728
79618,HMBOX1,14730
79621,RNASEH2B,14731
79622,SNRNP25,14732
79623,GALNT14,14733
79624,ARMT1,14734
79625,NDNF,14735
79626,TNFAIP8L2,14736
79627,OGFRL1,14737
79631,EFL1,14741
79632,FAM184A,14742
79633,FAT4,14743
79634,SCRN3,14744
79635,CCDC121,14745
79637,ARMC7,14746
79639,TMEM53,14747
79641,ROGDI,14749
79642,ARSJ,14750
79643,CHMP6,14751
79644,SRD5A3,14752
79645,CLXN,14753
79646,PANK3,14754
79647,AKIRIN1,14755
79648,MCPH1,14756
79649,MAP7D3,14757
7965,AIMP2,6269
79650,USB1,14758
79651,RHBDF2,14759
79652,TMEM204,14760
79654,HECTD3,14761
79656,BEND5,14762
79657,RPAP3,14763
79658,ARHGAP10,14764
79659,DYNC2H1,14765
79660,PPP1R3B,14766
79661,NEIL1,14767
79663,HSPBAP1,14768
79664,ICE2,14769
79665,DHX40,14770
79666,PLEKHF2,14771
79668,PARP8,14773
79669,C3orf52,14774
79670,TUT7,14775
79671,NLRX1,14776
79672,FN3KRP,14777
79673,ZNF329,14778
79674,VEPH1,14779
79675,FASTKD1,14780
79676,OGFOD2,14781
79677,SMC6,14782
79679,VTCN1,14783
79680,RTL10,14784
79682,CENPU,14785
79683,ZDHHC14,14786
79684,MSANTD2,14787
79685,SAP30L,14788
79689,STEAP4,14789
79690,GAL3ST4,14790
79691,QTRT2,14791
79693,YRDC,14793
79694,MANEA,14794
79695,GALNT12,14795
79697,RIOX1,14797
79698,ZMAT4,14798
79699,ZYG11B,14799
797,CALCB,652
79701,OGFOD3,14800
79705,LRRK1,14802
